,Unnamed: 0,Duration_Average ,Duration_Std,Duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
7002,0:58:21,12.11482353,[17.56073624],[308.37945732],16576.85294,[20526.55093536],[4.21339293e+08],16576.85294,[20526.55093536],[4.21339293e+08],12.52941176,[8.7050874],[75.77854671],1995.794118,[1766.79240399],[3121555.39878893],suspicious
7004,0:58:22,20.2798,[29.15471382],[849.99733816],13717.43333,[18274.31722698],[3.3395067e+08],13713.27667,[18276.24047755],[3.34020966e+08],11.7,[9.72333962],[94.54333333],1988.666667,[2179.63157947],[4750793.82222222],suspicious
7006,0:58:23,11.7584,[20.61244775],[424.87300244],20015.825,[22636.19391029],[5.12397275e+08],20015.825,[22636.19391029],[5.12397275e+08],8,[8.01872808],[64.3],1307.025,[1673.70090649],[2801274.724375],suspicious
7008,0:58:24,7.98815,[8.00857897],[64.13733713],19270.875,[22674.82578895],[5.14147725e+08],17986.9825,[22162.13057486],[4.91160032e+08],11.5,[8.93867999],[79.9],1663.25,[1380.26524172],[1905132.1375],suspicious
7010,0:58:25,9.681166667,[8.81649293],[77.73054758],18203.63889,[22657.35600216],[5.13355781e+08],18203.63889,[22657.35600216],[5.13355781e+08],12.83333333,[9.14846678],[83.69444444],1790.361111,[1405.30864844],[1974892.39737654],suspicious
7012,0:58:26,12.4365,[6.73299782],[45.33325958],17775,[18494.92614656],[3.42062293e+08],17775,[18494.92614656],[3.42062293e+08],16.08333333,[9.26874977],[85.90972222],2514,[1501.31736596],[2253953.83333333],suspicious
7014,0:58:27,9.9478125,[6.14675808],[37.7826349],20567.53125,[23315.34633426],[5.43605375e+08],20567.53125,[23315.34633426],[5.43605375e+08],15.3125,[7.33756388],[53.83984375],2406.375,[1292.49670575],[1670547.734375],suspicious
7016,0:58:28,6.893814815,[33.96291802],[1153.47980045],26221.22222,[22258.86640875],[4.95457134e+08],26221.22222,[22258.86640875],[4.95457134e+08],6.722222222,[1.35286618],[1.83024691],689.4444444,[319.52196161],[102094.28395062],normal
7018,0:58:29,7.5331875,[6.14325702],[37.73960678],19287.875,[22659.43388215],[5.13449944e+08],17976.69688,[22412.15952108],[5.02304894e+08],13.65625,[8.29762532],[68.85058594],2092.4375,[1333.83146278],[1779106.37109375],suspicious
7020,0:58:30,9.359,[7.64981855],[58.51972391],21415.04348,[23714.96661527],[5.62399642e+08],21415.04348,[23714.96661527],[5.62399642e+08],13.30434783,[8.94152396],[79.95085066],1980.130435,[1483.17460066],[2199806.89603025],suspicious
7022,0:58:31,9.083277778,[5.23926089],[27.44985465],21588.02778,[22385.2495711],[5.01099398e+08],21588.02778,[22385.2495711],[5.01099398e+08],13.77777778,[7.63075324],[58.22839506],2113.916667,[1292.34664629],[1670159.85416667],suspicious
7024,0:58:32,8.439285714,[8.11849245],[65.90991963],21729.53571,[23552.51939433],[5.5472117e+08],21729.53571,[23552.51939433],[5.5472117e+08],12.57142857,[10.34210731],[106.95918367],1717.928571,[1504.23699046],[2262728.92346939],suspicious
7026,0:58:33,12.72478571,[8.90355651],[79.27331845],20020.78571,[22490.15569303],[5.05807103e+08],20020.78571,[22490.15569303],[5.05807103e+08],18.64285714,[7.75616937],[60.15816327],2650.321429,[1146.46681011],[1314386.14668367],suspicious
7028,0:58:34,15.50421429,[30.18860063],[911.35160788],20413.03571,[22852.71110125],[5.22246405e+08],21294.68929,[23131.2908549],[5.35056617e+08],10.03571429,[8.57522237],[73.53443878],1649.821429,[1909.10308136],[3644674.5752551],suspicious
7030,0:58:35,22.1535,[31.71498],[1005.83995639],19100.10714,[22600.03486935],[5.10761576e+08],19100.10714,[22600.03486935],[5.10761576e+08],14.25,[8.15311071],[66.47321429],2446.607143,[1897.49118837],[3600472.80994898],suspicious
7032,0:58:36,5.600142857,[6.15962547],[37.94098598],16398.67857,[20133.01211063],[4.05338177e+08],16398.67857,[20133.01211063],[4.05338177e+08],9.785714286,[8.04610439],[64.73979592],1567,[1417.82547284],[2010229.07142857],suspicious
7034,0:58:37,16.77273684,[24.23850217],[587.50498725],19765,[23707.63930844],[5.62052162e+08],19765,[23707.63930844],[5.62052162e+08],10.65789474,[8.37061375],[70.06717452],1648.421053,[1571.29071369],[2468954.50692521],suspicious
7036,0:58:38,6.498555556,[6.15072945],[37.8314728],22479.83333,[24226.68451373],[5.86932243e+08],22479.59167,[24226.83905695],[5.86939731e+08],11.66666667,[8.40634681],[70.66666667],1706.777778,[1275.6568267],[1627300.33950617],suspicious
7038,0:58:39,21.57952632,[32.74214715],[1072.04819993],12102.97368,[16818.23107834],[2.82852897e+08],12068.64737,[16831.19137217],[2.83289003e+08],10.94736842,[9.31876253],[86.83933518],1788.578947,[1697.04423587],[2879959.13850416],suspicious
7040,0:58:40,2.033821818,[16.17145837],[261.5160657],32572.16182,[24783.39482522],[6.14216659e+08],32572.16182,[24783.39482522],[6.14216659e+08],6.456363636,[0.66394513],[0.44082314],583.8327273,[88.10246732],[7762.04474711],normal
7042,0:58:41,0.055650376,[0.00909815],[8.27762593e-05],32655.72368,[24891.40690963],[6.19582138e+08],32655.72368,[24891.40690963],[6.19582138e+08],6.486842105,[0.52549278],[0.27614266],589.1447368,[70.11644256],[4916.31551741],normal
7044,0:58:42,27.61277778,[42.47439366],[1804.07411717],19605.11111,[22911.37044106],[5.24930895e+08],19605.11111,[22911.37044106],[5.24930895e+08],12.75,[8.02556679],[64.40972222],2236.027778,[1860.93059883],[3463062.69367284],suspicious
7046,0:58:43,9.788588235,[7.44972723],[55.49843577],16771.47059,[20945.57762145],[4.38717222e+08],16771.47059,[20945.57762145],[4.38717222e+08],15.11764706,[8.35169833],[69.75086505],2201.294118,[1289.34058681],[1662399.14878893],suspicious
7048,0:58:44,7.3039375,[9.21048198],[84.83297831],16671.25,[18600.50811974],[3.45978902e+08],16671.25,[18600.50811974],[3.45978902e+08],10.09375,[9.5176132],[90.58496094],1371.875,[1392.71631511],[1939658.734375],suspicious
7050,0:58:45,20.31252941,[28.96353294],[838.88624037],18924.5,[20202.33602138],[4.08134381e+08],18924.5,[20202.33602138],[4.08134381e+08],11.20588235,[8.50183168],[72.28114187],2084.764706,[2271.20461765],[5158370.41522491],suspicious
7052,0:58:46,11.82814286,[7.54829861],[56.97681184],21392.71429,[23646.72440599],[5.59167575e+08],21392.71429,[23646.72440599],[5.59167575e+08],18.07142857,[8.20682891],[67.35204082],2562.107143,[1172.74608564],[1375333.38137755],suspicious
7054,0:58:47,9.433761905,[10.15011048],[103.02474285],18088.35714,[22381.971866],[5.00952665e+08],18087.48333,[22382.46187249],[5.00974599e+08],12.14285714,[8.9590907],[80.26530612],2013.02381,[1681.73323982],[2828226.6899093],suspicious
7056,0:58:48,4.778631579,[5.05247528],[25.52750644],24969.89474,[25805.66977255],[6.65932592e+08],24969.89474,[25805.66977255],[6.65932592e+08],9.447368421,[6.66371703],[44.40512465],1485.842105,[1084.02742066],[1175115.44875346],suspicious
7058,0:58:49,6.544777778,[5.67314525],[32.18457706],20413.55556,[25047.16608104],[6.27360529e+08],20412.23889,[25047.93529932],[6.27399063e+08],12.61111111,[7.93122443],[62.90432099],1925.166667,[1173.99135195],[1378255.69444444],suspicious
7060,0:58:50,16.68585714,[27.82998602],[774.50812165],19917.19048,[21421.52555285],[4.58881757e+08],19222.98333,[21580.36057726],[4.65711963e+08],12.47619048,[8.46347361],[71.63038549],1973.142857,[1625.53934744],[2642378.17006803],suspicious
7062,0:58:51,12.62736842,[9.67262544],[93.55968286],21222.92105,[23051.37493488],[5.31365886e+08],21222.92105,[23051.37493488],[5.31365886e+08],15.55263158,[10.05170153],[101.0367036],2176.052632,[1473.84402423],[2172216.20775623],suspicious
7064,0:58:52,14.49223077,[8.2324609],[67.77341249],19729.34615,[23118.18003541],[5.34450248e+08],19729.34615,[23118.18003541],[5.34450248e+08],20.15384615,[8.08461173],[65.36094675],2976.807692,[1311.89815562],[1721076.77071006],suspicious
7066,0:58:53,15.51731579,[26.00872899],[676.45398358],21701.47368,[23614.89264575],[5.57663155e+08],21701.47368,[23614.89264575],[5.57663155e+08],13.97368421,[9.39901126],[88.34141274],1949.842105,[1419.67397158],[2015474.18559557],suspicious
7068,0:58:54,17.19190909,[35.12738143],[1233.93292608],15722.72727,[19150.34681429],[3.66735783e+08],15723.09091,[19150.04833345],[3.66724351e+08],6.454545455,[6.20650152],[38.52066116],1072.227273,[1415.53870028],[2003749.81198347],suspicious
7070,0:58:55,14.16686667,[29.33701017],[860.66016572],22969.73333,[24564.23618452],[6.03401699e+08],22969.73333,[24564.23618452],[6.03401699e+08],11.5,[8.2168526],[67.51666667],1770.4,[1286.0864564],[1654018.37333333],suspicious
7072,0:58:56,16.55427778,[26.91871867],[724.61741509],21480.13889,[23324.09113289],[5.44013227e+08],21480.13889,[23324.09113289],[5.44013227e+08],12.25,[7.22024546],[52.13194444],2072.055556,[1705.52637597],[2908820.2191358],suspicious
7074,0:58:57,37.19583333,[48.34853212],[2337.58055864],18492.5,[20482.23821184],[4.19522082e+08],18492.5,[20482.23821184],[4.19522082e+08],14.04166667,[6.42572413],[41.28993056],2669.5,[1912.08001925],[3656050.],suspicious
7076,0:58:58,13.38556098,[25.56534905],[653.5870721],19871.63415,[22744.72603651],[5.17322562e+08],19871.63415,[22744.72603651],[5.17322562e+08],11.24390244,[9.15924293],[83.89173111],1667.878049,[1410.02738592],[1988177.22903034],suspicious
7078,0:58:59,18.74191667,[31.35886375],[983.37833541],16836.20833,[20753.18438413],[4.30694662e+08],16830.30417,[20756.47892895],[4.30831418e+08],13.45833333,[8.49499444],[72.16493056],1925.25,[1279.39403788],[1636849.10416667],suspicious
7080,0:59:00,60.3195,[89.12918212],[7944.01110525],21604.90625,[24607.43393565],[6.05525805e+08],21604.90625,[24607.43393565],[6.05525805e+08],11.28125,[7.37069525],[54.32714844],1862.5625,[1771.69900691],[3138917.37109375],suspicious
7082,0:59:01,20.759375,[38.3593219],[1471.43757686],17080.59375,[19854.69860773],[3.94209057e+08],17080.59375,[19854.69860773],[3.94209057e+08],10.15625,[7.23752968],[52.38183594],1726.6875,[1664.56280742],[2770769.33984375],suspicious
7084,0:59:02,8.39015,[8.18565794],[67.00499593],21430.1,[24070.07503083],[5.79368512e+08],21430.1,[24070.07503083],[5.79368512e+08],12.15,[10.07360412],[101.4775],1831,[1653.60834238],[2734420.55],suspicious
7086,0:59:03,18.74983333,[31.22129546],[974.76929014],24844.80556,[25274.2298342],[6.38786694e+08],24844.80556,[25274.2298342],[6.38786694e+08],11.88888889,[7.08981185],[50.2654321],2066.444444,[2049.51382371],[4200506.91358025],suspicious
7088,0:59:04,9.998777778,[6.70604568],[44.97104862],20891.61111,[23792.9026559],[5.66102217e+08],20891.61111,[23792.9026559],[5.66102217e+08],15.16666667,[8.47381588],[71.80555556],2100.222222,[1301.3483416],[1693507.50617284],suspicious
7090,0:59:05,20.43133333,[30.89513603],[954.50943058],20399.41176,[22244.74410994],[4.94828641e+08],18161.90784,[21186.06868808],[4.48849506e+08],13.37254902,[9.5997565],[92.15532488],2352.980392,[2055.97209955],[4227021.27412534],suspicious
7092,0:59:06,12.5537,[25.91610521],[671.64450901],18197.5,[22097.59760359],[4.8830382e+08],16902.6075,[21487.99412342],[4.61733891e+08],10.025,[9.41670723],[88.674375],1540.4,[1645.59042292],[2707967.84],suspicious
7094,0:59:07,10.31011111,[8.03895261],[64.62475899],20367.22222,[22370.94630332],[5.00459239e+08],20367.22222,[22370.94630332],[5.00459239e+08],15.38888889,[9.87217689],[97.45987654],2233.166667,[1528.28652237],[2335659.69444444],suspicious
7096,0:59:08,15.98316667,[27.08075645],[733.36736969],17284.27778,[20284.27076252],[4.1145164e+08],17284.27778,[20284.27076252],[4.1145164e+08],13.97222222,[9.5524462],[91.2492284],2087.555556,[1529.15612974],[2338318.4691358],suspicious
7098,0:59:09,12.81668966,[9.74408736],[94.94723856],19458.27586,[23151.36823676],[5.35985851e+08],19458.38276,[23151.27839902],[5.35981692e+08],13.68965517,[9.47629874],[89.80023781],1975.689655,[1516.20315497],[2298872.00713436],suspicious
7100,0:59:10,11.091,[15.08680963],[227.61182495],17138.86842,[20804.88141249],[4.32843091e+08],17138.86842,[20804.88141249],[4.32843091e+08],11.86842105,[7.78720628],[60.64058172],1765,[1297.30867163],[1683009.78947368],suspicious
7102,0:59:11,11.18976923,[10.39760288],[108.11014556],15779.11538,[19924.98417397],[3.97004994e+08],15779.11538,[19924.98417397],[3.97004994e+08],12.30769231,[8.6414441],[74.67455621],1855.807692,[1661.73597873],[2761366.46301775],suspicious
7104,0:59:12,12.3885,[16.96369926],[287.76709247],18917.36111,[22169.02573306],[4.91465702e+08],18230.26667,[22358.35457585],[4.99896019e+08],11.97222222,[9.98467189],[99.69367284],1848.638889,[1764.77974944],[3114447.56404321],suspicious
7106,0:59:13,39.534,[49.335744],[2434.01563646],21076.11538,[21908.56452716],[4.799852e+08],21076.11538,[21908.56452716],[4.799852e+08],11.26923077,[7.77845986],[60.50443787],2074.730769,[2297.59739992],[5278953.81213018],suspicious
7108,0:59:14,14.66870833,[25.20365441],[635.22419537],21719.33333,[22938.3685161],[5.2616875e+08],21719.33333,[22938.3685161],[5.2616875e+08],13.41666667,[9.36490197],[87.70138889],2065.583333,[1667.84780023],[2781716.28472222],suspicious
7110,0:59:15,9.02665,[10.07402176],[101.48591433],19325.025,[21474.16547096],[4.61139783e+08],19325.025,[21474.16547096],[4.61139783e+08],12.625,[10.16535169],[103.334375],1814.125,[1490.19520848],[2220681.759375],suspicious
7112,0:59:16,6.994,[7.48593616],[56.03924017],14481.91667,[17556.14465535],[3.08218215e+08],13971.55417,[17748.83207768],[3.1502104e+08],9.458333333,[9.11491071],[83.08159722],1441.541667,[1462.37147524],[2138530.33159722],suspicious
7114,0:59:17,9.814428571,[6.04711898],[36.56764796],19264.46429,[23593.69747938],[5.56662561e+08],19264.57857,[23593.60417137],[5.56658158e+08],14.35714286,[7.13749799],[50.94387755],2349.428571,[1370.74550698],[1878943.24489796],suspicious
7116,0:59:18,15.12071429,[22.38499449],[501.08797849],19260.17857,[21699.30996443],[4.70860053e+08],17752.54643,[21516.31127717],[4.62951651e+08],10.10714286,[8.57046125],[73.45280612],1737.107143,[1938.19222361],[3756589.09566326],suspicious
7118,0:59:19,26.05927273,[38.66157122],[1494.71708911],20117.5,[22723.03059123],[5.16336119e+08],20117.5,[22723.03059123],[5.16336119e+08],12.68181818,[8.04750873],[64.76239669],1791.818182,[1315.41319593],[1730311.87603306],suspicious
7120,0:59:20,7.296076923,[6.3193918],[39.93471269],17534.61538,[21182.20423279],[4.48685776e+08],17534.61538,[21182.20423279],[4.48685776e+08],11,[9.26947015],[85.92307692],1714.384615,[1562.97229359],[2442882.39053254],suspicious
7122,0:59:21,4.960090909,[5.51588515],[30.42498899],18944.95455,[22359.58951379],[4.99951243e+08],17599.55909,[22453.82276991],[5.04174157e+08],6.681818182,[6.47643535],[41.94421488],1233.090909,[1506.76655335],[2270345.44628099],suspicious
7124,0:59:22,8.7412,[5.43955003],[29.58870456],22198.75,[23044.19527099],[5.31034936e+08],22198.75,[23044.19527099],[5.31034936e+08],14.3,[7.51065909],[56.41],2233.45,[1401.42340051],[1963987.5475],suspicious
7126,0:59:23,8.19504,[7.29542171],[53.22317796],19722.36,[21817.26043642],[4.75992853e+08],19722.52,[21817.11582794],[4.75986543e+08],12.68,[9.31544953],[86.7776],1777.7,[1459.62951806],[2130518.33],suspicious
7128,0:59:24,2.794571429,[4.08676756],[16.7016691],17827.35714,[20486.37280385],[4.19691471e+08],17812.66429,[20495.38796815],[4.20060928e+08],7.857142857,[7.23934826],[52.40816327],1186.642857,[1190.0036979],[1416108.80102041],suspicious
7130,0:59:25,11.06505882,[12.42079759],[154.27621288],20026.64706,[23846.51057577],[5.68656067e+08],20025.47941,[23847.22165164],[5.68689981e+08],12.82352941,[8.06397431],[65.02768166],2165.029412,[1682.77411866],[2831728.73442907],suspicious
7132,0:59:26,8.050413793,[7.55810158],[57.12489955],18329.55172,[22541.83642289],[5.08134389e+08],18323.57414,[22545.22829014],[5.08287319e+08],13.25862069,[10.46926593],[109.60552913],1954.931034,[1573.14286637],[2474778.47800238],suspicious
7134,0:59:27,11.91261111,[7.56522673],[57.23265546],21684.38889,[23671.20203641],[5.60325806e+08],21681.70278,[23673.06282261],[5.60413903e+08],15.72222222,[8.9181809],[79.53395062],2353.472222,[1500.39212441],[2251176.52700617],suspicious
7136,0:59:28,9.787833333,[6.04318511],[36.52008625],19184.52778,[22688.38348446],[5.14762745e+08],19172.50833,[22695.72494582],[5.15095931e+08],15.52777778,[7.54057952],[56.86033951],2373.777778,[1235.81311764],[1527234.0617284],suspicious
7138,0:59:29,13.17,[7.68162829],[59.00741311],17495,[21161.17740371],[4.47795429e+08],17495,[21161.17740371],[4.47795429e+08],18.44444444,[8.62955015],[74.4691358],2653.111111,[1458.12123749],[2126117.54320988],suspicious
7140,0:59:30,13.56936364,[24.49627584],[600.06752996],16048.27273,[20293.26898188],[4.11816766e+08],16048.27273,[20293.26898188],[4.11816766e+08],12.79545455,[9.0718835],[82.29907025],1928.204545,[1517.55637277],[2302977.34452479],suspicious
7142,0:59:31,15.090875,[29.37758945],[863.04276211],16016.90625,[20320.57042039],[4.12925582e+08],16016.90625,[20320.57042039],[4.12925582e+08],11.59375,[9.78154952],[95.67871094],1693.59375,[1550.27132422],[2403341.17871094],suspicious
7144,0:59:32,7.716,[7.18817289],[51.66982955],21106.68182,[24020.45422681],[5.76982221e+08],19909.39318,[23725.12330109],[5.62881476e+08],11.68181818,[9.06735585],[82.21694215],1816.681818,[1521.51579284],[2315010.30785124],suspicious
7146,0:59:33,7.878133333,[6.44889152],[41.58820185],20432.4,[24630.88731735],[6.0668061e+08],20431.97667,[24631.12875589],[6.06692504e+08],11.83333333,[9.16909059],[84.07222222],1834.1,[1486.50712186],[2209703.42333333],suspicious
7148,0:59:34,16.73010526,[32.31288252],[1044.12237694],23998.52632,[25184.22272578],[6.34245074e+08],23998.52632,[25184.22272578],[6.34245074e+08],15.76315789,[6.6587268],[44.33864266],2429.815789,[1109.6358069],[1231291.62396122],suspicious
7150,0:59:35,0.078229167,[0.0443101],[0.00196338],32985.0625,[25241.86039755],[6.37151516e+08],32985.0625,[25241.86039755],[6.37151516e+08],6.541666667,[0.57584479],[0.33159722],604.1458333,[133.78636415],[17898.79123264],normal
7152,0:59:36,5.4294,[5.84294043],[34.13995291],19005.83333,[22736.46956189],[5.16947048e+08],17233.41,[22056.42884138],[4.86486053e+08],10.26666667,[7.99138425],[63.86222222],1626.833333,[1369.23441098],[1874802.87222222],suspicious
7154,0:59:37,24.08511765,[36.82294866],[1355.9295481],20514.67647,[24207.69563069],[5.86012528e+08],20512.89118,[24208.8125372],[5.86066604e+08],15.41176471,[7.19525026],[51.7716263],2307.029412,[1264.26096723],[1598355.7932526],suspicious
7156,0:59:38,28.02977778,[61.23275408],[3749.45017262],23568,[24099.21736857],[5.80772278e+08],23568,[24099.21736857],[5.80772278e+08],11.72222222,[5.40375955],[29.20061728],1775.555556,[1107.41281183],[1226363.13580247],suspicious
7158,0:59:39,7.6636,[9.24877657],[85.53986804],13523.45,[19077.46345161],[3.63949612e+08],13523.45,[19077.46345161],[3.63949612e+08],9.25,[10.52556412],[110.7875],1241.7,[1495.27349003],[2235842.81],suspicious
7160,0:59:40,5.8875,[5.26566677],[27.72724658],18355.66667,[23643.10302475],[5.58996321e+08],18354.42917,[23643.76851226],[5.59027789e+08],11.25,[7.5787532],[57.4375],1779.708333,[1241.99974769],[1542563.37326389],suspicious
